"phenotype","taxon","Nsamples","levels","levels_SampleSize","effect.size","R2","F.stat","Pvalue","FDR"
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003559",2000,"Not Applicable","1979:21",1.22146,0.00203752110371134,4.08418352327,0.0434196984152435,0.872849500696404
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004454",2000,"Not Applicable","1979:21",0.22186,7.96964985770947e-05,0.159127671595138,0.690003614154434,0.983152083136531
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000190",2000,"Not Applicable","1979:21",0.71933,0.000782621378456058,1.56725027793368,0.210753544541127,0.88338761217387
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000498",2000,"Not Applicable","1979:21",1.49649,0.00123214792048439,2.47021939591179,0.116180300911156,0.872849500696404
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003361",2000,"Not Applicable","1979:21",-0.01277,3.67600791370028e-07,0.000733667996794098,0.978393605690957,0.999959927218178
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002686",2000,"Not Applicable","1979:21",0.32819,0.000333204688171684,0.665168432061231,0.414838559156058,0.933514400656059
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002897",2000,"Not Applicable","1979:21",0.65381,0.000410020537643547,0.819559764200671,0.365418226441305,0.917427665150444
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000464",2000,"Not Applicable","1979:21",1.00969,0.00175792895322124,3.52238371879738,0.0606911562802189,0.872849500696404
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002660",2000,"Not Applicable","1979:21",1.156,0.00130635644273064,2.61359340237459,0.106109536862471,0.872849500696404
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000522",2000,"Not Applicable","1979:21",2.23501,0.00478807887101249,9.61993878935042,0.00195170059144771,0.870859103387748
"MED.DISEASES.Blood.Anemia","CARD.ARO_3001216",2000,"Not Applicable","1979:21",-1.2715,0.0022342010564357,4.47296642027284,0.0345588482141915,0.872849500696404
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003577",2000,"Not Applicable","1979:21",-0.30909,0.000371920605929707,0.74268803185962,0.388904735093738,0.929261607728874
