X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	mean_rate
Methanobrevibacter_smithii	0.0618292682926829	0.0631707317073171	0.0664634146341463	0.0639329268292683	0.0654634146341463	0.0631707317073171	0.0654608695652174	0.067869101978691	0.0658592692828146	0.0647381242387332	0.0653488372093023	0.0664060913705584	0.0660168697282099	0.0656309834638816	0.0664500406173842	0.0654074638233054	0.0657634408602151	0.0661272850372376	0.0665192307692308	0.0659135200974421	0.0658584686774942	0.0653986710963455	0.0655084745762712	0.0668527918781726	0.0658430799220273	0.0661902530459231	0.0656994584837545	0.0663054830287206	0.0667773109243698	0.0660032493907392	0.0656210691823899	0.0654548915112295	0.0660169804355851	0.0659871013973486	0.0658231813435433	0.0659086294416244	0.06645702996378	0.0656813081115742	0.0660637300843486	0.0659823332318002	0.0657830609212481	0.0664287786480998	0.0655029753471238	0.0661600221483942	0.0661694639956687	0.0656700211864407	0.0654328667703473	0.0660380710659898	0.0663948284435604	0.0660282651072125	0.065831342570473	0.0661715089034677	0.0662	0.0657378158844765	0.0664244572441294	0.0657985204525675	0.0656315452019662	0.0660533501365259	0.0660210613256246	0.0658741116751269	0.0657858997403635	0.0655708390646493	0.0660549216785921	0.0662231106034647	0.065941893158388	0.0664094517260476	0.0658174213493362	0.0662623185808995	0.066163488700565	0.0662721893491124	0.0660621139327385	0.0657935702199662	0.0659612817089453	0.0662759301942707	0.0659437946718648	0.0660596344982366	0.0659920886075949	0.0658575445173383	0.0661304750154226	0.0659838562290588	0.0661597472924188	0.0660347645223592	0.0660340525466021	0.0660435097897027	0.0660398452056758	0.0660844312225528	0.0657751015263969	0.0661387235220822	0.0661108829568788	0.0659780695816976	0.0662203775605837	0.0660270162892332	0.0660015721210533	0.0659512700881286	0.0660002564760195	0.0659809644670051	0.066071338859583	0.0659932869219294	0.0660115678070391	0.0660331384015595	6.58757891930794
Methanobrevibacter_unclassified	0.0576829268292683	0.0578658536585366	0.0578455284552846	0.0568292682926829	0.0587073170731707	0.0555894308943089	0.0587826086956522	0.0591324200913242	0.0572259810554804	0.0580998781973203	0.0570985603543743	0.0585685279187817	0.0575913776944705	0.0581897302001741	0.0576116978066612	0.057966488956588	0.0592258064516129	0.0574678402166554	0.0575192307692308	0.0575274056029233	0.0585730858468677	0.0578405315614618	0.0582680084745763	0.0581776649746193	0.0577729044834308	0.0579568884723524	0.0574864620938628	0.0582201914708442	0.0580924369747899	0.0588180341186028	0.0579441823899371	0.057830224590788	0.0575562938353636	0.0580831243281978	0.0577688827010094	0.0584534686971235	0.0578004609812315	0.0577781340173132	0.0581130896594814	0.0579835516296071	0.0582942050520059	0.0585929794023789	0.0578237461037121	0.0582308970099668	0.0584001082837033	0.0583739406779661	0.0579782270606532	0.0580964467005076	0.0586996519144704	0.0583406432748538	0.0577066411849021	0.0583481724461106	0.0579954022988506	0.0578361913357401	0.058531236154187	0.0578416013925152	0.0577666167984612	0.0581201428271372	0.0585236423704315	0.0579553299492386	0.0580267625324546	0.0578089998034977	0.05811641848772	0.0582885969921949	0.0581518275538894	0.0581096547904744	0.0580069103473359	0.0581293674968644	0.0581479519774011	0.0581482770623042	0.0579015099519561	0.0581269035532995	0.0583311081441923	0.0580737569970365	0.0578606237816764	0.0580827188201347	0.0580411392405063	0.0579381443298969	0.0582294879703886	0.0582927200731039	0.0583017448856799	0.0581161788738672	0.0579832672831352	0.0581841914430747	0.0579432420811237	0.0580110497237569	0.0578630443915418	0.0581766578983802	0.058062970568104	0.0581047786652227	0.0580532869192663	0.0582081843464442	0.0581553779641032	0.0580106272680145	0.0581007950756604	0.0581319796954315	0.0581537302185381	0.0581265539532571	0.058112232340635	0.0581140350877193	5.80422813134304
Rothia_mucilaginosa	0.251829268292683	0.246463414634146	0.240569105691057	0.243658536585366	0.243951219512195	0.242926829268293	0.241321739130435	0.242876712328767	0.24362652232747	0.24326431181486	0.245027685492802	0.24248730964467	0.244601686972821	0.242697998259356	0.243858651502843	0.242162985529322	0.242759856630824	0.24283683141503	0.241467948717949	0.244348355663825	0.243381670533643	0.24421926910299	0.242383474576271	0.244324873096447	0.2435477582846	0.243880037488285	0.242301444043321	0.242223672758921	0.244260504201681	0.242705117790414	0.243388364779874	0.243802816901408	0.243562200073828	0.244292368326765	0.24338322311173	0.242595600676819	0.242854790912084	0.242693170888105	0.24302717900656	0.243280536095035	0.243111441307578	0.242985204525674	0.242941343156702	0.24281561461794	0.244133730373579	0.24260063559322	0.243063763608087	0.243147208121827	0.242953754351069	0.242699805068226	0.2434734830387	0.244950796626054	0.243108045977011	0.243310018050542	0.243967656180771	0.242578328981723	0.243120324855738	0.243165301407267	0.24335948792071	0.242757360406091	0.243289394847214	0.243391629003734	0.242664861728873	0.243000190367409	0.243272727272727	0.243234262506923	0.243544280778323	0.243515499014514	0.243628177966102	0.243339714584058	0.243675360329444	0.243758037225042	0.242701935914553	0.24369278893645	0.242737166991553	0.243549214491824	0.243514240506329	0.243039675101531	0.24347316471314	0.243196771245812	0.243223525872443	0.243212004159857	0.243477175987084	0.242894851341552	0.243117385695858	0.243113755489446	0.2429659711525	0.243263187041396	0.243731690622861	0.243309868688236	0.243537287454813	0.243359819891405	0.243260841084764	0.243255572835666	0.24343934342139	0.24325	0.243275558904798	0.243336648433615	0.243248830913118	0.243299220272904	24.3348799790213
Bifidobacterium_adolescentis	0.825609756097561	0.823231707317073	0.82239837398374	0.820182926829268	0.818512195121951	0.821036585365854	0.821495652173913	0.821963470319635	0.820338294993234	0.82047503045067	0.818150609080842	0.820162436548223	0.820299906279288	0.819190600522193	0.821210398050366	0.820814927646611	0.822071684587814	0.820487474610697	0.820339743589744	0.821753958587089	0.819814385150812	0.820741971207087	0.820995762711864	0.821258883248731	0.819780701754386	0.820337394564199	0.82067238267148	0.819786771105309	0.821113445378151	0.820373679935012	0.821788522012579	0.82026265702322	0.820531561461794	0.820164815478323	0.821009397841977	0.82122165820643	0.820358906815937	0.820958640589933	0.820415495157763	0.82039293329272	0.820059435364042	0.820902233826516	0.820852932842165	0.820974529346622	0.82022198159177	0.820762711864407	0.820684292379471	0.819756345177665	0.820638985579314	0.820436159844055	0.820532728141424	0.820923149015933	0.821018390804598	0.821421480144404	0.819988923349579	0.820689730200174	0.820914725368668	0.819624028565427	0.820640099112121	0.820950253807107	0.821096464949071	0.820410689722932	0.820535679752466	0.820498762611841	0.820298031865042	0.820457817980432	0.820430987452264	0.820654004658663	0.820238347457627	0.820624782457362	0.820806451612903	0.820360406091371	0.820559078771696	0.820717813631874	0.820542560103964	0.821033985251683	0.820314873417722	0.820151515151515	0.820308451573103	0.820787389582699	0.820895006016847	0.820953795869856	0.820227506238074	0.820710659898477	0.820498781711337	0.820310242243944	0.820554544181487	0.820326734044026	0.820778918548939	0.820536076891837	0.820540902396573	0.820407892994305	0.82049914843443	0.820471747019181	0.820592459605027	0.820536802030457	0.820579000251193	0.820454997513675	0.820539010583313	0.820540935672515	82.0654820703307
Bifidobacterium_bifidum	0.264390243902439	0.269207317073171	0.265447154471545	0.268628048780488	0.267731707317073	0.265081300813008	0.268660869565217	0.265601217656012	0.268606224627876	0.26537149817296	0.265647840531561	0.266893401015228	0.2685473289597	0.266762402088773	0.263964256701868	0.265079969535415	0.266150537634409	0.266614759647935	0.267108974358974	0.26584652862363	0.265510440835267	0.264972314507198	0.265911016949153	0.265776649746193	0.267046783625731	0.266982193064667	0.266791516245487	0.265308964316797	0.267457983193277	0.267461413484972	0.266800314465409	0.266044918157594	0.266511627906977	0.265345754209961	0.267003132613992	0.26658883248731	0.266361540994402	0.265758255851234	0.26583567635114	0.266119402985075	0.265753343239227	0.266808819263127	0.266483423066024	0.265553709856035	0.26531672983216	0.266117584745763	0.267151373768792	0.265675126903553	0.266153654898061	0.265443469785575	0.2660176779742	0.267216494845361	0.266181609195402	0.266096570397112	0.265848471422242	0.266919060052219	0.266311177602052	0.265398025624869	0.266638447243444	0.266326903553299	0.266520870780907	0.265733935940263	0.266350802552698	0.267176851323053	0.266950328022493	0.266296843271183	0.266041098381524	0.266511377889267	0.266315324858757	0.266308736512356	0.266621482498284	0.266702199661591	0.266348464619493	0.266229832071123	0.266154970760234	0.266407502404617	0.266393987341772	0.26648859731334	0.266133559531154	0.26638592750533	0.266298134777377	0.266407666022879	0.266095699398209	0.266568527918782	0.266403898523721	0.266003683241252	0.265944545581851	0.266237020628548	0.266635181382615	0.266380127250575	0.266557772124782	0.266098529996027	0.266225599371152	0.266575946086055	0.266387535265453	0.266356598984772	0.266362722933936	0.266172302337146	0.266437361555501	0.266325536062378	26.6348890694201
Bifidobacterium_catenulatum	0.155487804878049	0.145060975609756	0.149186991869919	0.149969512195122	0.147341463414634	0.151463414634146	0.14984347826087	0.149756468797565	0.150013531799729	0.152058465286236	0.149125138427464	0.15	0.14933458294283	0.149930374238468	0.151031681559708	0.15021325209444	0.150480286738351	0.150873392010833	0.149878205128205	0.151071863580999	0.148758700696056	0.148815060908084	0.149639830508475	0.150218274111675	0.150019493177388	0.149161199625117	0.149738267148014	0.150143603133159	0.149857142857143	0.150134037367993	0.149854559748428	0.150171298058622	0.149660391288298	0.149261913292727	0.149798120431605	0.149749576988156	0.149986829107672	0.149634498236614	0.150506091846298	0.149914712153518	0.149355126300149	0.150179866550624	0.149719467271182	0.149457364341085	0.149796968056308	0.149149894067797	0.150305857957491	0.149464467005076	0.150551964196917	0.149997563352827	0.14982083134257	0.150494376757263	0.150213793103448	0.14999774368231	0.149610101905184	0.149695387293299	0.149734986108143	0.149302667506826	0.150169316539335	0.149567512690355	0.150195725983623	0.149777952446453	0.150067685167279	0.14973158195317	0.150183692596064	0.149760014768322	0.150254591743953	0.14981006987995	0.150017655367232	0.149961712495649	0.14966540837337	0.149952622673435	0.150073431241656	0.149958840961475	0.149894411955815	0.1498829753126	0.149893987341772	0.149853170884099	0.149760950030845	0.149977155041121	0.149738267148014	0.149358193433368	0.149680023484515	0.14994923857868	0.14990397018776	0.149793171837371	0.149549082761518	0.149904471826111	0.150013689253936	0.149757682415053	0.149789797831035	0.149855648258509	0.149781213153413	0.15	0.149861502949474	0.149738578680203	0.149930921878925	0.149875683739433	0.149863401427517	0.149853801169591	14.9886017164129
Bifidobacterium_dentium	0.0507317073170732	0.0497560975609756	0.0507317073170732	0.0511585365853659	0.0510731707317073	0.0502439024390244	0.0520869565217391	0.0516133942161339	0.0524357239512855	0.0518148599269184	0.0501218161683278	0.0514111675126904	0.0509559512652296	0.0520278503046127	0.051251015434606	0.0515003808073115	0.0513978494623656	0.0511306702775897	0.0522435897435897	0.0512180267965895	0.0509222737819026	0.0515227021040975	0.0514512711864407	0.0515634517766497	0.0519785575048733	0.0508481724461106	0.0512996389891697	0.0515578764142733	0.0513445378151261	0.0518927701056052	0.0517452830188679	0.0513856109630757	0.0511184939091916	0.0517269795772125	0.0508910546467108	0.0518071065989848	0.0513269674020415	0.0507374158384097	0.051184004998438	0.0510843740481267	0.0509479940564636	0.0511517261386713	0.0509492774156985	0.0515393133997785	0.0515701136978885	0.0511334745762712	0.0511145671332296	0.0513553299492386	0.0513451019393337	0.0513572124756335	0.0511395126612518	0.0515698219306467	0.0511609195402299	0.0511462093862816	0.0517346034559149	0.0511357702349869	0.0511198974139773	0.0510123923545474	0.0510633904604584	0.0512527918781726	0.0511703614939085	0.051186873649047	0.0514001160317153	0.051296402055968	0.0512989690721649	0.0514029905851948	0.0514348063284234	0.051110912022935	0.0514353813559322	0.0514253393665158	0.0516060398078243	0.0513587140439932	0.0513317757009346	0.0513961145867633	0.051367771280052	0.0514523885860853	0.0514034810126582	0.0511059044048735	0.0513541024059223	0.0512579957356077	0.0513929001203369	0.0513341256871193	0.0513709085571701	0.0512342277012328	0.0512383545936649	0.0514322141946451	0.051123092003921	0.0513152429738336	0.0512963723477071	0.0513713280086639	0.0513335118489758	0.0513004900013243	0.0513284422900563	0.051284344219803	0.0513298281610669	0.0513197969543147	0.0513275558904798	0.0512978617603183	0.0513081466896382	0.0512914230019493	5.13011894409693
Bifidobacterium_longum	0.856585365853659	0.861951219512195	0.861463414634146	0.859451219512195	0.859341463414634	0.858983739837398	0.8628	0.862496194824962	0.859418132611637	0.859878197320341	0.858006644518272	0.860507614213198	0.860637300843486	0.860252393385553	0.85931762794476	0.861111957349581	0.861347670250896	0.861855111712932	0.859660256410256	0.86084652862363	0.860179814385151	0.860991140642303	0.860254237288136	0.861106598984772	0.859376218323587	0.860632614807873	0.860825812274368	0.860774586597041	0.85959243697479	0.862006498781479	0.862087264150943	0.860757518081462	0.861225544481358	0.860859906843425	0.861360946745562	0.86093062605753	0.860912084293711	0.860327027893556	0.860287410184317	0.860874200426439	0.859450222882615	0.860147954743255	0.860861433833947	0.860584163898117	0.8608229561451	0.860471398305085	0.861508553654743	0.860555837563452	0.860738438587767	0.860526315789474	0.860492116579073	0.861110590440487	0.859942528735632	0.861401173285199	0.859977846699158	0.860992167101828	0.860474460354777	0.860642722117202	0.86077018377039	0.860643654822335	0.860613141601758	0.860259382982904	0.860446722104042	0.86076527698458	0.860873477038426	0.860369208048736	0.860574649936352	0.861071492564057	0.860702683615819	0.860356769926906	0.860523335621139	0.860301184433164	0.860624165554072	0.860821534408956	0.860384990253411	0.860848028214171	0.86056170886076	0.860067166510465	0.860257557063541	0.86064422784039	0.860509927797834	0.860585351359382	0.860484368119771	0.861028281363307	0.860708040705174	0.860662983425414	0.860442515053914	0.860425031150492	0.860594113620808	0.860675511032896	0.860526174856072	0.860357568533969	0.860711384776628	0.860578019699326	0.860578353423955	0.860640862944162	0.860587792012057	0.860514669318747	0.86060792517844	0.860623781676413	86.0562986199136
Bifidobacterium_pseudocatenulatum	0.0820731707317073	0.0836585365853659	0.0845121951219512	0.0860060975609756	0.0849268292682927	0.0866260162601626	0.0828173913043478	0.0836529680365297	0.0859539918809202	0.0855298416565164	0.0852934662236988	0.085989847715736	0.0855857544517338	0.0850304612706702	0.0854183590576767	0.0847677075399848	0.0849605734767025	0.0852674339878131	0.0853717948717949	0.0852009744214373	0.083822505800464	0.0850387596899225	0.0847669491525424	0.0840456852791878	0.0851267056530214	0.0852811621368322	0.0847247292418773	0.0852523933855527	0.0845882352941176	0.0860560519902518	0.084937106918239	0.0854815378759041	0.0844444444444444	0.0852382658545324	0.0850991994430908	0.0848460236886633	0.0849687191307211	0.0851106123757615	0.0854732895970009	0.0846786475784344	0.0853402674591382	0.0845140702059762	0.0856503258713517	0.0849667774086379	0.0854710341093665	0.0848834745762712	0.0846215655780197	0.0849619289340102	0.0850273495773247	0.0848001949317739	0.0853846153846154	0.085398313027179	0.085183908045977	0.0856407942238267	0.085387682764732	0.0849912967798085	0.0852960034195341	0.0853917244276413	0.0849886434028495	0.0849238578680203	0.0853205512282804	0.0852249950874435	0.0850164378263392	0.0849438416143156	0.0854620431115276	0.0849621561750046	0.0854755410074559	0.0847177925103028	0.0851447740112994	0.0853341454925165	0.0848816060398078	0.0850947546531303	0.0851368491321762	0.0850181099769509	0.0850584795321637	0.0848428983648605	0.0852863924050633	0.0849312714776632	0.0851172115977791	0.0853685653365824	0.085075210589651	0.0851894220769574	0.0850917363863203	0.0850253807106599	0.0852357746882614	0.0850658733531662	0.0852737711805069	0.0853246573445937	0.0849760438056126	0.085157709489644	0.0851064399518008	0.0852403655145014	0.0850530590855496	0.085206065318818	0.0851102846883816	0.0851992385786802	0.0852034664657121	0.0852299850820487	0.0851181393059316	0.0851608187134503	8.50583012286154
Adlercreutzia_equolifaciens	0.449634146341463	0.455182926829268	0.452764227642276	0.451524390243902	0.450853658536585	0.449918699186992	0.455286956521739	0.451704718417047	0.453085250338295	0.452302070645554	0.452137320044297	0.44946192893401	0.448706654170572	0.451322889469104	0.452120227457352	0.451789794364052	0.449777777777778	0.449749492213947	0.449038461538462	0.45095006090134	0.449390951276102	0.451240310077519	0.450137711864407	0.45002538071066	0.450136452241715	0.450079662605436	0.451051444043321	0.452062663185379	0.449256302521008	0.451454102355808	0.450566037735849	0.449760182717929	0.450092284976006	0.451734145467574	0.450087017055343	0.450818950930626	0.450991109647679	0.450650849631292	0.451177756950953	0.449756320438623	0.450939078751857	0.451148825065274	0.451938226126381	0.450523255813953	0.450587439090417	0.449970868644068	0.450679108346293	0.450005076142132	0.451544007956241	0.451106237816764	0.450590062111801	0.449941424554827	0.450811494252874	0.449948104693141	0.450595923792645	0.450443864229765	0.450410344090618	0.451159420289855	0.451519719182325	0.451027411167513	0.450766926303176	0.450200432304972	0.450204989363759	0.4501903674091	0.451167760074977	0.449706479601255	0.451174759047099	0.450605626231858	0.450838629943503	0.450718760877132	0.450396362388469	0.449947546531303	0.451480307076101	0.450135001646362	0.4504840805718	0.45112536069253	0.451253164556962	0.450521711965011	0.450925354719309	0.450925982333232	0.450822803850782	0.450849799435448	0.450795537942169	0.450912255257433	0.450477282499642	0.450790480237994	0.450581151099286	0.450535788453551	0.450855578370979	0.450789224312982	0.450630606506895	0.450496622963846	0.450521420149351	0.450878693623639	0.450561682482688	0.450739847715736	0.450718412459181	0.450742168075584	0.450637460004922	0.450657894736842	45.0794354939429
Collinsella_aerofaciens	0.915731707317073	0.912073170731707	0.91219512195122	0.912012195121951	0.91290243902439	0.911463414634146	0.9136	0.91193302891933	0.912083897158322	0.909695493300853	0.912093023255814	0.911675126903553	0.912858481724461	0.913281114012184	0.911860276198213	0.912041127189642	0.913025089605735	0.912498307379824	0.912679487179487	0.912807551766139	0.912401392111369	0.912220376522702	0.913003177966102	0.912162436548223	0.912051656920078	0.912403936269916	0.912396209386282	0.912415143603133	0.912903361344538	0.913095044679123	0.912669025157233	0.912234488009136	0.912713178294574	0.912608384091723	0.912944657152802	0.912033840947547	0.912176489957195	0.912866303302341	0.912133708216182	0.912385013706975	0.91164338781575	0.912373078038874	0.911901388495324	0.912480620155039	0.912485110990796	0.912502648305085	0.912625712804562	0.912482233502538	0.912496270512183	0.912685185185185	0.911997133301481	0.912551546391753	0.912406896551724	0.912714350180505	0.911871953921134	0.912495648389904	0.912543278478307	0.912371350556606	0.912963039438365	0.912227411167513	0.912666267225884	0.912283356258597	0.912479210984336	0.912499524081477	0.91249671977507	0.912386930035075	0.912313147845063	0.912497760258018	0.912236935028249	0.912601809954751	0.912438229238161	0.912847715736041	0.912663551401869	0.912487652288443	0.912641325536062	0.912734850913754	0.912514240506329	0.912318025616995	0.912196175200494	0.91254340542187	0.912692539109507	0.912515228049324	0.912501100836636	0.912701957940537	0.912665902250251	0.912423856070265	0.912660691779863	0.912609718953344	0.912618754277892	0.912527413022878	0.912604096933994	0.912483114819229	0.912550766409013	0.912440383618455	0.912613490638625	0.912464467005076	0.912510675709621	0.912442814520139	0.912515382722127	0.912524366471735	91.2470596761889
Eggerthella_lenta	0.0864634146341463	0.0861585365853659	0.0857317073170732	0.0861280487804878	0.0871463414634146	0.085650406504065	0.0875130434782609	0.086179604261796	0.0877131258457375	0.086747868453106	0.086578073089701	0.0864162436548223	0.0860074976569822	0.0854395126196693	0.0860438667749797	0.0872962680883473	0.0846953405017921	0.0847461069735951	0.0863525641025641	0.0857673568818514	0.0855336426914153	0.0860575858250277	0.0853072033898305	0.0868832487309645	0.0853362573099415	0.0853701968134958	0.0856949458483754	0.0856788511749347	0.0859033613445378	0.0866896831844029	0.0855031446540881	0.0858051008755234	0.085094130675526	0.086022930849158	0.086630699617125	0.0866294416243655	0.0859861705630556	0.0863706316126964	0.0861918150577944	0.0858909533962839	0.0865824665676077	0.0858543661154627	0.08576367242845	0.0854485049833887	0.0863129399025447	0.0860963983050847	0.0859434940383619	0.0856319796954315	0.0858528095474888	0.0862183235867446	0.0860582895365504	0.0859114339268978	0.0858781609195402	0.0857287906137184	0.0865573770491803	0.0858463881636205	0.0862385125026715	0.0864965343415249	0.0859467272351848	0.0860426395939086	0.0862472538446175	0.0861937512281391	0.0860413846451363	0.0856919855320769	0.0859812558575445	0.0858796381761122	0.0864211674849973	0.0860831392223616	0.0860716807909604	0.086094674556213	0.086305765271105	0.0859323181049069	0.0861064753004005	0.0862841620019756	0.0860526315789474	0.0860900929785188	0.0862816455696203	0.0862136832239925	0.0860225169648365	0.0859899482180932	0.0859807460890493	0.0859352250779973	0.0858902098928519	0.0860667150108775	0.0858922172853662	0.0859413514662133	0.0857975073519115	0.0859338225114218	0.0860177960301164	0.0861310410180046	0.0860222251974829	0.0861395841610383	0.0859635791955981	0.0861599274235355	0.0860348807386509	0.0860418781725888	0.0860336598844511	0.0860442565887618	0.0860275658380507	0.0860136452241715	8.60581773666836
