"VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","empPV_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","VE_Residual","CI_Residual","empPV_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq","Est_Sex","SE_Sex","P.Chisq_Sex","Trait","Trait.short","N","Nz","Prev","Model","VE_ID","CI_ID","empPV_ID","LogL_ID","Pv_ID","VE_famID","CI_famID","empPV_famID","LogL_famID","Pv_famID"
0.106891254799306,"0.04-0.17",0,-5347.66079054493,0.000946751140490692,0.630111376066954,"0.5-0.76",0,-5342.19633489488,-0.00707779898181429,0.00111994997422674,2.61994159384182e-10,-0.443597603812064,0.122654250800569,0.000298439392682836,0.0388951634376684,0.0226832987218774,0.0863993449800297,-0.109725471023495,0.035344319700992,0.00190618601693665,"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","I",3571,6,99.93,"no-family",0.262997369133739,"0.13-0.39",0,-5349.64326722557,0.000113732279663914,NA,NA,NA,NA,NA
0.106586563883388,"0.04-0.17",0,-5394.33421215528,0.00203258115822902,0.636708859209466,"0.5-0.78",0,-5389.57427325384,-0.0080348974511779,0.00113472519962462,1.43201385818967e-12,-0.358540451081164,0.12429829817176,0.00392015624974446,0.0338886515358646,0.0229870656119866,0.140414642623287,-0.114663681374125,0.0358217023548239,0.00136972601904799,"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","salvage",3571,12,99.85,"no-family",0.256704576907146,"0.12-0.39",0,-5396.40171111785,0.000219670163661853,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.752792610912562,"0.63-0.88",0,-4324.25098509496,-0.00375249569111403,0.00082208253460829,5.00396099949723e-06,-0.371957367354412,0.0921617488931888,5.4388944599648e-05,0.0435379883500209,0.0170577502980325,0.010698745972677,-0.0417193330523694,0.0273333713042096,0.126931449071325,"RHAMCAT.PWY..L.rhamnose.degradation.I","I",3571,0,100,"heritability.only",0.247207389087438,"0.12-0.38",0,-4331.06528274935,0.000222766484429307,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.76873698096382,"0.64-0.89",0,-4615.23685351295,-0.0069097143979676,0.000891259925484027,8.99243323251347e-15,-0.278912821514193,0.0999864851942275,0.00527886468822838,0.0533668091917619,0.0185061467401162,0.00392990240692851,0.011849935207956,0.029656182342252,0.689467929855856,"PWY.6703..preQ0.biosynthesis","biosynthesis",3571,0,100,"heritability.only",0.23126301903618,"0.1-0.36",0,-4621.18245481192,0.000563996950221399,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.783503860766463,"0.66-0.91",0,-4949.73501449248,-0.00592912526796209,0.000978117594124842,1.34630466191586e-09,-0.202212250477205,0.109803769753521,0.0655368431512982,0.0469587487400548,0.0203233858236853,0.0208562284453282,0.0341628950846747,0.0325702588896309,0.294224844590966,"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","plastidic",3571,23,99.72,"heritability.only",0.216496139233537,"0.08-0.35",0,-4954.89263810727,0.00131935620299961,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.78221663550705,"0.65-0.91",0,-4253.03102175027,-0.00419994653181153,0.00080479679271392,1.80239537467823e-07,-0.127834877376351,0.0903414012213229,0.157062671665876,0.00325404689230372,0.0167211155191847,0.845700586833799,-0.0409396998507332,0.0267971206157345,0.126570924076456,"PWY0.1319..CDP.diacylglycerol.biosynthesis.II","II",3571,0,100,"heritability.only",0.21778336449295,"0.08-0.35",0,-4257.99018235822,0.00163641574979404,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.793645838472767,"0.67-0.92",0,-4943.4571197627,-0.00590024524692015,0.000975925315565408,1.4867423464973e-09,-0.180819612037326,0.10960918839652,0.0990092876196822,0.0471391858820966,0.0202875222664116,0.0201493246801372,0.0408833997304508,0.032514123266774,0.208607258229283,"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","plastidic",3571,23,99.72,"heritability.only",0.206354161527233,"0.08-0.33",0,-4948.2765585906,0.00190501604260056,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.795903315398571,"0.67-0.92",0,-4258.75158781999,-0.00402528039946991,0.00080555787245113,5.82636584860431e-07,-0.200055698142084,0.0904842918583348,0.0270397183121524,0.0275190490971183,0.0167477321238623,0.100351740690061,-0.0338411182679429,0.0268412685548907,0.207385655028352,"PWY.5973..cis.vaccenate.biosynthesis","biosynthesis",3571,0,100,"heritability.only",0.204096684601429,"0.07-0.33",0,-4263.45534318215,0.00216098405147539,NA,NA,NA,NA,NA
0.0579409557235716,"0-0.12",0,-4558.08580346412,0.060119760730252,0.748247513259161,"0.62-0.87",0,-4556.31876460486,-0.0037455073047785,0.000887652841127288,2.44776048636997e-05,-0.214981672465237,0.0984595733290228,0.0290025997740976,0.058463940325642,0.0182128692227794,0.00132718996793356,0.0630697839688839,0.0287505885247222,0.0282579398657783,"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","I",3571,0,100,"no-family",0.193811531017267,"0.06-0.33",0,-4560.30192796207,0.00476555485518274,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.818800609465952,NA,0,-4265.05324380467,-0.00386241471496122,0.000806038417611701,1.65250921755304e-06,-0.251365476650783,0.0906383870960459,0.00554946304959937,0.0249961749579737,0.0167765913215846,0.136239064807309,-0.0348744495437532,0.0268900429515111,0.194655962389207,"PWY.7663..gondoate.biosynthesis..anaerobic.","anaerobic",3571,0,100,"heritability.only",0.181199390534048,NA,0,-4268.86318040584,0.00577285468221611,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.808667937501183,NA,0,-4247.98942740478,-0.00538782709659867,0.000802619508923523,1.90920067031543e-11,-0.0855689751770018,0.0902092079799571,0.342843716358586,0.000344596853474289,0.0166969958114641,0.983534224063005,-0.0369298164886265,0.0267613505142145,0.167596392549517,"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","II",3571,0,100,"heritability.only",0.191332062498817,NA,0,-4251.79400709845,0.00580725500573651,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.833885591169969,"0.72-0.95",0,-4789.76981408277,-0.00401791683510695,0.000932857076298689,1.65402334884415e-05,-0.447180558005495,0.104978532309461,2.04670899368344e-05,0.0601583076314131,0.0194311632201861,0.00196169893222409,0.127038931751363,0.0311468160799597,4.52856497862271e-05,"PWY.6700..queuosine.biosynthesis","biosynthesis",3571,0,100,"heritability.only",0.166114408830031,"0.05-0.29",0,-4793.42932275552,0.00682287079490616,NA,NA,NA,NA,NA
0.062804901605583,"0-0.12",0,-4694.88242713342,0.0382741386683339,0.754242833121368,"0.63-0.88",0,-4692.73602834987,-0.00383667763601816,0.000922889570061978,3.22109130575501e-05,-0.176078893993748,0.102297841868467,0.0852077136071641,0.0568560017846825,0.0189219318561508,0.00265784119711046,0.0564344146034291,0.0298339194738474,0.0585417371301229,"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","phosphorylation",3571,0,100,"no-family",0.18295226527305,"0.05-0.32",0,-4696.24801943617,0.00804251726315133,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.826770296140477,NA,0,-4429.84517586375,-0.00409569869628732,0.000843745966937159,1.20883080523022e-06,-0.0851753259873525,0.0949162702866089,0.369519758873463,0.00605216699941594,0.0175685405611524,0.730478651429613,-0.0184038789009161,0.0281603301312487,0.513408742992682,"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","biosynthesis",3571,0,100,"heritability.only",0.173229703859523,NA,0,-4433.34073173233,0.00819154585890705,NA,NA,NA,NA,NA
